歌手,歌名,链接
校长,小淘气 (伴奏),https://rapzh.com/songs/3213970
校长,海洋岛屿,https://rapzh.com/songs/3213971
校长,最后的晚餐,https://rapzh.com/songs/3213986
校长,微光（伴奏）,https://rapzh.com/songs/3213965
校长,温暖之城,https://rapzh.com/songs/3213975
校长,一生等你 (伴奏),https://rapzh.com/songs/3213978
校长,遇见你遇见爱,https://rapzh.com/songs/3213980
校长,遇见你遇见爱 (伴奏),https://rapzh.com/songs/3213981
校长,我不是宝宝,https://rapzh.com/songs/3213984
校长,最后的晚餐 (伴奏),https://rapzh.com/songs/3213987
校长,三餐四季,https://rapzh.com/songs/3213973
校长,三餐四季 (伴奏),https://rapzh.com/songs/3213974
校长,一生等你,https://rapzh.com/songs/3213976
校长,温暖之城 (伴奏),https://rapzh.com/songs/3213977
校长,海边看日落 （cover by 张驰）,https://rapzh.com/songs/3213979
校长,习惯而已 (伴奏),https://rapzh.com/songs/3213983
校长,小淘气,https://rapzh.com/songs/3213969
校长,海洋岛屿 (伴奏),https://rapzh.com/songs/3213972
校长,我不是宝宝 (伴奏),https://rapzh.com/songs/3213985
校长,再深,https://rapzh.com/songs/3213967
校长,甜了个蜜 (伴奏),https://rapzh.com/songs/3213998
校长,不装 (DJ版),https://rapzh.com/songs/3214001
李现,歌舞：你好2020,https://rapzh.com/songs/4929640
李现,给未来,https://rapzh.com/songs/4940320
李现,歌曲：奔跑的青春 (Live),https://rapzh.com/songs/5742972
李现,前程似锦,https://rapzh.com/songs/6873926
杨洋,太委屈,https://rapzh.com/songs/3645623
杨洋,天下无双,https://rapzh.com/songs/3645600
杨洋,再见了最爱的人,https://rapzh.com/songs/3645601
杨洋,你不是我的,https://rapzh.com/songs/3645562
杨洋,下雨的时候请记起我 (伴奏),https://rapzh.com/songs/3645568
杨洋,是你决定我的伤心,https://rapzh.com/songs/3645586
杨洋,痴心绝对,https://rapzh.com/songs/3645607
杨洋,从开始到现在,https://rapzh.com/songs/3645622
杨洋,十年,https://rapzh.com/songs/3645628
杨洋,无字演说,https://rapzh.com/songs/3645570
杨洋,么么么么哒,https://rapzh.com/songs/3645574
杨洋,幸福的可能,https://rapzh.com/songs/3645575
杨洋,宇宙只有我和你,https://rapzh.com/songs/3645576
杨洋,诺,https://rapzh.com/songs/3645578
杨洋,杨小洋私密爱情记事(Bonus Track),https://rapzh.com/songs/3645580
杨洋,外滩十八号,https://rapzh.com/songs/3645583
杨洋,左边,https://rapzh.com/songs/3645590
杨洋,从开始到现在,https://rapzh.com/songs/3645596
杨洋,爱是永恒,https://rapzh.com/songs/3645597
杨洋,爱无止境,https://rapzh.com/songs/3645599
杨洋,在他乡,https://rapzh.com/songs/3645602
杨洋,祝你幸福,https://rapzh.com/songs/3645603
杨洋,I Belive,https://rapzh.com/songs/3645604
杨洋,第一次,https://rapzh.com/songs/3645605
崔天琪,你的眼里,https://rapzh.com/songs/3936558
崔天琪,南锣巷驴肉火烧,https://rapzh.com/songs/4104580
崔天琪,野狼disco (温柔版) (翻自 宝石gem),https://rapzh.com/songs/4104564
崔天琪,骂醒我 (翻自 周汤豪),https://rapzh.com/songs/3936556
崔天琪,如果生命,https://rapzh.com/songs/4104574
崔天琪,你的眼里 (伴奏),https://rapzh.com/songs/3936560
崔天琪,世界倒转 (伴奏),https://rapzh.com/songs/4104587
崔天琪,流放,https://rapzh.com/songs/3936540
崔天琪,深红 (HELIX Remix),https://rapzh.com/songs/3936548
崔天琪,深红 (Vapestoer Remix),https://rapzh.com/songs/3936553
崔天琪,星火,https://rapzh.com/songs/4104572
崔天琪,深红,https://rapzh.com/songs/4104573
崔天琪,像一团火,https://rapzh.com/songs/4104575
崔天琪,流放 (伴奏),https://rapzh.com/songs/3936541
崔天琪,我要找到你,https://rapzh.com/songs/3936544
崔天琪,我要找到你（伴奏）,https://rapzh.com/songs/3936546
崔天琪,深红(AirJordy Remix),https://rapzh.com/songs/3936547
崔天琪,我要的（翻自 C.vo / 阿达娃 / 苏靖凯）,https://rapzh.com/songs/4104565
崔天琪,特别的女孩,https://rapzh.com/songs/4104566
崔天琪,一座桥 (伴奏),https://rapzh.com/songs/4104569
崔天琪,深蓝,https://rapzh.com/songs/4104576
崔天琪,大地的悲伤,https://rapzh.com/songs/4104577
崔天琪,世界倒转,https://rapzh.com/songs/4104578
崔天琪,真de快乐,https://rapzh.com/songs/4104581
谢霆锋,非走不可 (纯音乐),https://rapzh.com/songs/4066798
谢霆锋,因为爱所以爱,https://rapzh.com/songs/4066482
谢霆锋,神奇两女侠(Live),https://rapzh.com/songs/4066724
谢霆锋,锋味,https://rapzh.com/songs/4066220
谢霆锋,罪人,https://rapzh.com/songs/4066468
谢霆锋,心淡(Live),https://rapzh.com/songs/4066608
谢霆锋,让我们走下去,https://rapzh.com/songs/4066228
谢霆锋,穿越火线,https://rapzh.com/songs/4066263
谢霆锋,Making Love Out Of Nothing At All(Live),https://rapzh.com/songs/4066383
谢霆锋,黄种人,https://rapzh.com/songs/4066444
谢霆锋,不要说谎(Live),https://rapzh.com/songs/4066575
谢霆锋,K歌之王 (纯音乐),https://rapzh.com/songs/4066816
谢霆锋,当这地球没有花 (纯音乐),https://rapzh.com/songs/4066820
谢霆锋,低等动物 (纯音乐),https://rapzh.com/songs/4066826
谢霆锋,万诱引力,https://rapzh.com/songs/4066833
谢霆锋,因为爱所以爱,https://rapzh.com/songs/4066906
谢霆锋,魔鬼的主意(Live),https://rapzh.com/songs/4066980
谢霆锋,非走不可,https://rapzh.com/songs/4067105
谢霆锋,小强,https://rapzh.com/songs/4067180
谢霆锋,有火,https://rapzh.com/songs/4066201
谢霆锋,锋味,https://rapzh.com/songs/4066260
谢霆锋,别管我,https://rapzh.com/songs/4066287
谢霆锋,Forget Me Not,https://rapzh.com/songs/4066320
谢霆锋,黄,https://rapzh.com/songs/4066412
笑面罗刹,杀气 (ft.肥宝KidGod),https://rapzh.com/songs/8959358
与猶啓至,ハートビート,https://rapzh.com/songs/2930310
与猶啓至,"Twinkle, twinkle, W star しのぶルート -Normal End Ver.-",https://rapzh.com/songs/4546890
与猶啓至,"Twinkle, twinkle, W star 真夜ルート -Normal End Ver.-",https://rapzh.com/songs/4546891
与猶啓至,Happy my life ~Thank you for everything!!~ (X68000 Ver.),https://rapzh.com/songs/4483027
与猶啓至,桜の羽根　~Endless memory~ (X68000 Ver.),https://rapzh.com/songs/4483028
与猶啓至,"Twinkle, twinkle, W star 姉妹ルート -Normal End Ver.-",https://rapzh.com/songs/4546892
与猶啓至,LOVE×ME×2015 [Angel vs Devil Mix] - Normal End Ver. -,https://rapzh.com/songs/4546910
与猶啓至,Ewige Wiederkunft,https://rapzh.com/songs/5820747
与猶啓至,School Life,https://rapzh.com/songs/6269793
与猶啓至,Dies irae ”Mephistopheles”,https://rapzh.com/songs/6508668
与猶啓至,Deus Vult,https://rapzh.com/songs/6508672
与猶啓至,幽契,https://rapzh.com/songs/6508673
与猶啓至,如是畜生発菩提心,https://rapzh.com/songs/6508674
与猶啓至,仁義八行,https://rapzh.com/songs/6508675
与猶啓至,Walhall (Piano),https://rapzh.com/songs/6635214
与猶啓至,Walhall,https://rapzh.com/songs/7859659
与猶啓至,AHIH ASHR AHIH,https://rapzh.com/songs/7941832
与猶啓至,Odi et Amo,https://rapzh.com/songs/9010638
与猶啓至,五．刹那・無間大紅蓮地獄(せつな むげんだいぐれんじごく),https://rapzh.com/songs/9010835
与猶啓至,Et in Arcadia ego,https://rapzh.com/songs/9010841
与猶啓至,Einsatz (inst),https://rapzh.com/songs/9010842
与猶啓至,α Ewigkeit,https://rapzh.com/songs/9010844
与猶啓至,Cathedrale,https://rapzh.com/songs/9010845
与猶啓至,dumme Marionette,https://rapzh.com/songs/9282505
滴妹,最好的样子,https://rapzh.com/songs/281683
滴妹,每一个我,https://rapzh.com/songs/2518782
滴妹,明天会更好 (Cover Version),https://rapzh.com/songs/10967644
滴妹,Fight Together（Cover 安室奈美恵）,https://rapzh.com/songs/12616369
王梵瑞,鼓楼先生,https://rapzh.com/songs/317814
王梵瑞,四季,https://rapzh.com/songs/317817
王梵瑞,鼓楼先生 (正式版),https://rapzh.com/songs/317796
王梵瑞,祷告良辰歌,https://rapzh.com/songs/330024
王梵瑞,认识了,https://rapzh.com/songs/330004
王梵瑞,我是绽放的花,https://rapzh.com/songs/330010
王梵瑞,幸福,https://rapzh.com/songs/330015
王梵瑞,天亮.天黑(Album Version),https://rapzh.com/songs/330008
王梵瑞,天黑天亮2012,https://rapzh.com/songs/329988
王梵瑞,十万个为什么,https://rapzh.com/songs/330022
王梵瑞,北京下午一个晴朗的冬天,https://rapzh.com/songs/317795
王梵瑞,万事如意,https://rapzh.com/songs/317798
王梵瑞,时间是台推土机,https://rapzh.com/songs/317792
王梵瑞,天黑天亮,https://rapzh.com/songs/317815
王梵瑞,这座城市,https://rapzh.com/songs/330014
王梵瑞,小人国,https://rapzh.com/songs/317790
王梵瑞,海,https://rapzh.com/songs/330023
王梵瑞,不要留我陪你过夜 (LIVE),https://rapzh.com/songs/317811
王梵瑞,世界,https://rapzh.com/songs/317802
王梵瑞,今天是你的生日，妈妈 (LIVE),https://rapzh.com/songs/317812
王梵瑞,如果冬天,https://rapzh.com/songs/330005
王梵瑞,"我爱你,永远",https://rapzh.com/songs/330006
王梵瑞,如果冬天…告别,https://rapzh.com/songs/330013
王梵瑞,爱,https://rapzh.com/songs/330019
DoubleX2魏星,IU-PALLATE COVER（DoubleX2魏星 / 章于秋晶 remix）,https://rapzh.com/songs/423587
DoubleX2魏星,P.Y.B,https://rapzh.com/songs/423588
DoubleX2魏星,Alright,https://rapzh.com/songs/423583
DoubleX2魏星,gotta run away,https://rapzh.com/songs/3435047
DoubleX2魏星,希望,https://rapzh.com/songs/423589
DoubleX2魏星,different,https://rapzh.com/songs/423578
DoubleX2魏星,带你ki,https://rapzh.com/songs/423584
DoubleX2魏星,一起玩,https://rapzh.com/songs/423585
DoubleX2魏星,RNB GIRLS,https://rapzh.com/songs/5145982
DoubleX2魏星,冒险家乐园,https://rapzh.com/songs/5009436
DoubleX2魏星,牡丹亭CLUB,https://rapzh.com/songs/5525495
DoubleX2魏星,呆萌女孩(Diamond girl）,https://rapzh.com/songs/5679479
DoubleX2魏星,We won't stop(本帮),https://rapzh.com/songs/5679511
DoubleX2魏星,爱 (love Remix),https://rapzh.com/songs/5737876
DoubleX2魏星,快活,https://rapzh.com/songs/6594522
DoubleX2魏星,Ride with me,https://rapzh.com/songs/6876665
DoubleX2魏星,IM OUT ON,https://rapzh.com/songs/8477260
DoubleX2魏星,艳星,https://rapzh.com/songs/9485583
DoubleX2魏星,如影随形,https://rapzh.com/songs/10043655
DoubleX2魏星,怎么上海下雨了,https://rapzh.com/songs/10274116
DoubleX2魏星,WE LIT,https://rapzh.com/songs/11596009
DoubleX2魏星,GAKI,https://rapzh.com/songs/12236075
DoubleX2魏星,LIKE LIKE「Prod.by.MadeByFuego」,https://rapzh.com/songs/13535728
DoubleX2魏星,CONTROL THE MIC (feat.Weeson),https://rapzh.com/songs/14168653
胜利,Ignite,https://rapzh.com/songs/209372
胜利,Let's Talk About Love,https://rapzh.com/songs/249336
胜利,INTRO [LET'S TALK ABOUT LOVE],https://rapzh.com/songs/249321
胜利,GG Be (지지베),https://rapzh.com/songs/249338
胜利,STRONG BABY,https://rapzh.com/songs/249327
胜利,SWEET LIE (Japanese Ver.),https://rapzh.com/songs/249307
胜利,WHERE R U FROM (Japanese Ver.),https://rapzh.com/songs/249304
胜利,GOOD LUCK TO YOU (Japanese Ver.),https://rapzh.com/songs/249311
胜利,ALONE (Japanese Ver.),https://rapzh.com/songs/249310
胜利,GOOD LUCK TO YOU,https://rapzh.com/songs/249320
胜利,WHAT CAN I DO,https://rapzh.com/songs/249333
胜利,OUTRO (IN MY WORLD) -JP Ver.- (SEUNGRI 2018 1st SOLO TOUR [THE GREAT SEUNGRI] in JAPAN),https://rapzh.com/songs/249302
胜利,Ignite (Panta.Q Remix),https://rapzh.com/songs/209371
胜利,그딴 거 없어 (Come To My),https://rapzh.com/songs/249339
胜利,Ignite (Different Heaven Remix),https://rapzh.com/songs/209367
胜利,몰라도 (MOLLADO),https://rapzh.com/songs/249315
胜利,MAGIC,https://rapzh.com/songs/249330
胜利,Ignite (Hollaphonic Remix),https://rapzh.com/songs/209370
胜利,アイなんていらない [COME TO MY],https://rapzh.com/songs/249324
胜利,BE FRIEND (Japanese Ver.),https://rapzh.com/songs/249308
胜利,BE FRIEND,https://rapzh.com/songs/249317
胜利,Ignite (Ahrix Remix),https://rapzh.com/songs/209368
胜利,Magic,https://rapzh.com/songs/249346
胜利,Outro (In My World),https://rapzh.com/songs/249349
陈玲子,休洗红,https://rapzh.com/songs/747001
陈玲子,我会一直陪着你,https://rapzh.com/songs/747032
陈玲子,爱情修炼手册 (伴奏),https://rapzh.com/songs/747025
陈玲子,爱的宅急便,https://rapzh.com/songs/746984
陈玲子,大喜,https://rapzh.com/songs/746992
陈玲子,离幸福更近,https://rapzh.com/songs/747011
陈玲子,你在远方,https://rapzh.com/songs/747042
陈玲子,你在远方 (伴奏),https://rapzh.com/songs/747044
陈玲子,爱出没请注意 (伴奏),https://rapzh.com/songs/747018
陈玲子,爱的宅急便 (伴奏),https://rapzh.com/songs/746985
陈玲子,休洗红 (伴奏),https://rapzh.com/songs/747003
陈玲子,离幸福更近 (伴奏),https://rapzh.com/songs/747013
陈玲子,别对我动情,https://rapzh.com/songs/3926217
陈玲子,如命,https://rapzh.com/songs/3926214
陈玲子,越拖越心痛,https://rapzh.com/songs/3926216
陈玲子,你以为你是谁,https://rapzh.com/songs/3926218
陈玲子,爱情修炼手册,https://rapzh.com/songs/747023
陈玲子,我会一直陪着你 (伴奏),https://rapzh.com/songs/747034
陈玲子,爱出没请注意,https://rapzh.com/songs/747016
陈玲子,换个人爱,https://rapzh.com/songs/15556247
墨清弦,ACE,https://rapzh.com/songs/301083
墨清弦,关于你,https://rapzh.com/songs/301082
墨清弦,宿命,https://rapzh.com/songs/301081
墨清弦,All-in,https://rapzh.com/songs/3711275
墨清弦,失眠少女,https://rapzh.com/songs/3711276
墨清弦,方糖主义,https://rapzh.com/songs/3711278
墨清弦,卧室Dancer,https://rapzh.com/songs/3711277
墨清弦,华夏巾帼志,https://rapzh.com/songs/4541904
墨清弦,塔与少女的无题诗,https://rapzh.com/songs/5289823
墨清弦,花月妖,https://rapzh.com/songs/5289926
墨清弦,【VC本家】陷落之序,https://rapzh.com/songs/5830740
墨清弦,(4) 现实,https://rapzh.com/songs/6445403
墨清弦,一载梦尘录,https://rapzh.com/songs/6451199
墨清弦,铸侠,https://rapzh.com/songs/6451658
墨清弦,闲花白,https://rapzh.com/songs/6452310
墨清弦,梦化鲤,https://rapzh.com/songs/6452410
墨清弦,(1) 游戏开始,https://rapzh.com/songs/6452439
墨清弦,飞行的河流,https://rapzh.com/songs/6453909
墨清弦,六颗星,https://rapzh.com/songs/6453918
墨清弦,厌世者日记,https://rapzh.com/songs/6453922
墨清弦,梦境的孩子,https://rapzh.com/songs/6453923
墨清弦,请忘记,https://rapzh.com/songs/6453926
墨清弦,空之城（墨清弦 ver.）,https://rapzh.com/songs/6453928
墨清弦,雪月樱【墨清弦】,https://rapzh.com/songs/6453931
龚琳娜,迎春歌,https://rapzh.com/songs/869770
龚琳娜,法海你不懂爱,https://rapzh.com/songs/869420
龚琳娜,阳光少女,https://rapzh.com/songs/869706
龚琳娜,龙的眼,https://rapzh.com/songs/869704
龚琳娜,杨柳青(山西民歌),https://rapzh.com/songs/869647
龚琳娜,忐忑,https://rapzh.com/songs/869680
龚琳娜,希望,https://rapzh.com/songs/869598
龚琳娜,风雪夜归人,https://rapzh.com/songs/869393
龚琳娜,将界 (伴奏),https://rapzh.com/songs/869474
龚琳娜,盘歌(贵州儿歌),https://rapzh.com/songs/869641
龚琳娜,龙的眼,https://rapzh.com/songs/869615
龚琳娜,文殊菩萨,https://rapzh.com/songs/869752
龚琳娜,一蓑烟雨任平生,https://rapzh.com/songs/869403
龚琳娜,法海你不懂爱 (伴奏),https://rapzh.com/songs/869422
龚琳娜,忐忑,https://rapzh.com/songs/869587
龚琳娜,问问自己的心,https://rapzh.com/songs/869756
龚琳娜,平沙落雁,https://rapzh.com/songs/869628
龚琳娜,打双麻窝子,https://rapzh.com/songs/869764
龚琳娜,立春偶成,https://rapzh.com/songs/869375
龚琳娜,庭院深深,https://rapzh.com/songs/869589
龚琳娜,咕噜山歌,https://rapzh.com/songs/869760
龚琳娜,夜雪,https://rapzh.com/songs/869581
龚琳娜,细细辣子(贵州儿歌),https://rapzh.com/songs/869643
龚琳娜,琉璃光,https://rapzh.com/songs/869727
张艺骞,妹妹请你爱上我,https://rapzh.com/songs/495925
张艺骞,戏子(张艺骞),https://rapzh.com/songs/495877
张艺骞,张艺骞 / 张艺骞-气质这块我没服过谁（张艺骞 remix）,https://rapzh.com/songs/495892
张艺骞,妹妹请你爱上我(伴奏),https://rapzh.com/songs/495928
张艺骞,每当我,https://rapzh.com/songs/495870
张艺骞,月牙姑娘,https://rapzh.com/songs/2832253
张艺骞,闯,https://rapzh.com/songs/495913
张艺骞,气质这一块我没服过谁,https://rapzh.com/songs/495888
张艺骞,兄弟,https://rapzh.com/songs/9286713
张艺骞,Never Cry,https://rapzh.com/songs/11385731
尹道贤,사랑 Two,https://rapzh.com/songs/4046549
尹道贤,너라면 좋겠어,https://rapzh.com/songs/865491
尹道贤,Sparks Fly,https://rapzh.com/songs/760731
尹道贤,Hurricane Katrina,https://rapzh.com/songs/865477
尹道贤,HELLO HERO,https://rapzh.com/songs/760714
尹道贤,날아라 펭귄,https://rapzh.com/songs/865502
尹道贤,HELLO HERO (Promotion Ver.),https://rapzh.com/songs/760724
尹道贤,빗소리,https://rapzh.com/songs/760768
尹道贤,미련도 사랑이다,https://rapzh.com/songs/865513
尹道贤,감기,https://rapzh.com/songs/760678
尹道贤,널 부르는 노래,https://rapzh.com/songs/760675
尹道贤,Sparks Fly (Inst.),https://rapzh.com/songs/760734
尹道贤,Junkie Generation (Radio Edit),https://rapzh.com/songs/865473
尹道贤,HELLO HERO (Guitar Inst Ver.),https://rapzh.com/songs/760720
尹道贤,어디에,https://rapzh.com/songs/760754
尹道贤,요즘 내 모습,https://rapzh.com/songs/760786
尹道贤,너라면 좋겠어 (Piano ver.),https://rapzh.com/songs/865506
尹道贤,흰수염고래,https://rapzh.com/songs/501304
尹道贤,Alright,https://rapzh.com/songs/865495
尹道贤,기억해,https://rapzh.com/songs/865499
尹道贤,HELLO HERO (Chorus Inst Ver.),https://rapzh.com/songs/760717
尹道贤,어디에 (Inst.),https://rapzh.com/songs/760758
尹道贤,가을 우체국 앞에서 (2014 Ver.),https://rapzh.com/songs/760775
尹道贤,라스베가스를 떠나며,https://rapzh.com/songs/760779
孙语赛,习惯委屈自己,https://rapzh.com/songs/667872
孙语赛,漂流瓶的心事,https://rapzh.com/songs/667850
孙语赛,牧神记,https://rapzh.com/songs/667799
孙语赛,戒不掉,https://rapzh.com/songs/667897
孙语赛,你潇洒我漂亮,https://rapzh.com/songs/667858
孙语赛,戒不掉 (精简版),https://rapzh.com/songs/667895
孙语赛,漂流瓶的心事 (伴奏),https://rapzh.com/songs/667852
孙语赛,褪色,https://rapzh.com/songs/667827
孙语赛,不仅仅是喜欢,https://rapzh.com/songs/667882
孙语赛,不仅仅是喜欢,https://rapzh.com/songs/1394234
孙语赛,褪色 (伴奏),https://rapzh.com/songs/667828
孙语赛,安慰更痛,https://rapzh.com/songs/667864
孙语赛,Best Voice,https://rapzh.com/songs/667860
孙语赛,安慰更痛 (伴奏),https://rapzh.com/songs/667866
孙语赛,可不可以让我对你好 (伴奏),https://rapzh.com/songs/667812
孙语赛,牧神记 (DJ版),https://rapzh.com/songs/667801
孙语赛,可不可以让我对你好,https://rapzh.com/songs/667811
孙语赛,自醒,https://rapzh.com/songs/1953388
孙语赛,牧神记（DJ版伴奏）,https://rapzh.com/songs/667805
孙语赛,Best Voice (伴奏),https://rapzh.com/songs/667861
孙语赛,不仅仅是喜欢 (伴奏),https://rapzh.com/songs/667884
孙语赛,牧神记 (伴奏),https://rapzh.com/songs/667803
孙语赛,重生 (伴奏),https://rapzh.com/songs/667844
孙语赛,习惯委屈自己 (伴奏),https://rapzh.com/songs/667874
崔俊英,얼음심장 (MR.),https://rapzh.com/songs/2002421
崔俊英,너의 온도에 녹아 (Inst.),https://rapzh.com/songs/2002418
崔俊英,거짓말 (Inst.),https://rapzh.com/songs/2002423
崔俊英,너의 온도에 녹아,https://rapzh.com/songs/2002417
崔俊英,얼음심장,https://rapzh.com/songs/2002419
崔俊英,얼음심장 (Inst.),https://rapzh.com/songs/2002420
崔俊英,거짓말,https://rapzh.com/songs/2002422
崔俊英,얼음심장,https://rapzh.com/songs/10161545
崔俊英,내일 아침 (Acoustic ver.),https://rapzh.com/songs/10167099
崔俊英,Small Fish,https://rapzh.com/songs/11259562
李棒棒Muti,山,https://rapzh.com/songs/871478
李棒棒Muti,把玛莎拉蒂卖了照顾你,https://rapzh.com/songs/871439
李棒棒Muti,湖,https://rapzh.com/songs/871432
李棒棒Muti,EHHH！,https://rapzh.com/songs/871425
李棒棒Muti,把玛莎拉蒂卖了照顾你 (伴奏),https://rapzh.com/songs/871443
李棒棒Muti,别理她,https://rapzh.com/songs/871451
李棒棒Muti,当我第一步踏入这个鬼地方（intro）,https://rapzh.com/songs/871475
李棒棒Muti,New Life,https://rapzh.com/songs/871481
李棒棒Muti,Rosa,https://rapzh.com/songs/871420
李棒棒Muti,当一个饶舌歌手不再押韵（RUNAWAY Remix）,https://rapzh.com/songs/871457
李棒棒Muti,期待春天期待你,https://rapzh.com/songs/2245948
李棒棒Muti,演员（Actor）,https://rapzh.com/songs/871464
李棒棒Muti,梦在哪呢,https://rapzh.com/songs/871492
李棒棒Muti,某 某 (Loved One),https://rapzh.com/songs/3349739
李棒棒Muti,做着梦 (Dreaming),https://rapzh.com/songs/3349737
李棒棒Muti,别生气了妈妈 (Cheer up mom),https://rapzh.com/songs/3349733
李棒棒Muti,淡黄的长裙，威威的叮嘱（翻自 秦牛正威）,https://rapzh.com/songs/2890179
李棒棒Muti,咚起咙起咙啪啪,https://rapzh.com/songs/3349734
李棒棒Muti,空心球 (Clean Shot),https://rapzh.com/songs/3349735
李棒棒Muti,最佳拳击手 (Best Boxer),https://rapzh.com/songs/3349736
李棒棒Muti,孤星 (Lone Star),https://rapzh.com/songs/3349738
李棒棒Muti,做着梦 (Dreaming),https://rapzh.com/songs/6530519
李棒棒Muti,最棒冰饮 (Live),https://rapzh.com/songs/4852542
李棒棒Muti,咚起咙起咙啪啪 (Live),https://rapzh.com/songs/5025740
尹彩京,우리 꼭 사귀는 것 같잖아요 (Inst.),https://rapzh.com/songs/783088
尹彩京,우리 꼭 사귀는 것 같잖아요,https://rapzh.com/songs/783085
尹彩京,Gee (Live),https://rapzh.com/songs/8627900
尹彩京,Happy now,https://rapzh.com/songs/9041649
权真媛,아리랑 (Arirang),https://rapzh.com/songs/786603
权真媛,단풍 (FALL Foliage),https://rapzh.com/songs/786606
权真媛,나란히 걸어갑니다,https://rapzh.com/songs/786585
权真媛,사공의 노래,https://rapzh.com/songs/786639
权真媛,"사월, 꽃은 피는데 (Inst.)",https://rapzh.com/songs/786617
权真媛,하숙생,https://rapzh.com/songs/786649
权真媛,살다보면,https://rapzh.com/songs/786858
权真媛,푸른 강물 위의 지하철,https://rapzh.com/songs/786716
权真媛,한 걸음만 더,https://rapzh.com/songs/786763
权真媛,아리랑,https://rapzh.com/songs/786704
权真媛,나무,https://rapzh.com/songs/786708
权真媛,피아노,https://rapzh.com/songs/786712
权真媛,그리움,https://rapzh.com/songs/786720
权真媛,깊고 오랜 사랑,https://rapzh.com/songs/786732
权真媛,새로운 날들을 위하여,https://rapzh.com/songs/786828
权真媛,슬픈 얼굴,https://rapzh.com/songs/786839
权真媛,보슬비 오는 거리,https://rapzh.com/songs/786646
权真媛,분홍자전거,https://rapzh.com/songs/786683
权真媛,꿈이라도 행복해,https://rapzh.com/songs/786693
权真媛,가을꽃,https://rapzh.com/songs/786727
权真媛,어느 소년 병사의 죽음,https://rapzh.com/songs/786728
权真媛,아직도 내 가슴은 두근거리고 있어,https://rapzh.com/songs/786739
权真媛,비오는 거리에서,https://rapzh.com/songs/786758
权真媛,비오는 거리에서,https://rapzh.com/songs/786793
冀行,目光所及,https://rapzh.com/songs/2395948
冀行,落山,https://rapzh.com/songs/2588109
冀行,观未来,https://rapzh.com/songs/2750369
冀行,吞吞啊,https://rapzh.com/songs/2171916
冀行,雪莲,https://rapzh.com/songs/2171922
冀行,相逢大连,https://rapzh.com/songs/2171903
冀行,Paroles,https://rapzh.com/songs/2171924
冀行,离圈的犀牛,https://rapzh.com/songs/2966115
冀行,魔幻在我四周,https://rapzh.com/songs/3071888
冀行,自在,https://rapzh.com/songs/3350060
冀行,离圈的犀牛 Demo,https://rapzh.com/songs/2171909
冀行,日夜循环,https://rapzh.com/songs/2171912
冀行,相逢大连 (伴奏),https://rapzh.com/songs/2171905
冀行,南向一百米左,https://rapzh.com/songs/2171920
冀行,灯会一直亮着,https://rapzh.com/songs/2520179
冀行,魔幻在我四周,https://rapzh.com/songs/3330002
冀行,海角的山与河,https://rapzh.com/songs/2171900
曹秦,小路,https://rapzh.com/songs/1817253
曹秦,苏州青柠,https://rapzh.com/songs/1817230
曹秦,新年,https://rapzh.com/songs/1817276
曹秦,生命的意义,https://rapzh.com/songs/1817266
曹秦,止于你 (伴奏),https://rapzh.com/songs/1817208
曹秦,长路长,https://rapzh.com/songs/1817228
曹秦,扎心少女,https://rapzh.com/songs/1817235
曹秦,为什么,https://rapzh.com/songs/1817290
曹秦,那年夏天,https://rapzh.com/songs/1817295
曹秦,止于你,https://rapzh.com/songs/1817206
曹秦,不尽歌,https://rapzh.com/songs/1817234
曹秦,生命的意义,https://rapzh.com/songs/1817262
曹秦,东山再起,https://rapzh.com/songs/1817272
曹秦,繁星（伴奏）,https://rapzh.com/songs/1817246
曹秦,岁月光辉(致家驹),https://rapzh.com/songs/1817256
曹秦,南飞雁,https://rapzh.com/songs/1817286
曹秦,如你,https://rapzh.com/songs/1817219
曹秦,三行,https://rapzh.com/songs/1817224
曹秦,Merry Christmas,https://rapzh.com/songs/1817274
曹秦,完美爱情,https://rapzh.com/songs/1817288
曹秦,阳光洒肩头,https://rapzh.com/songs/1817293
曹秦,灰色,https://rapzh.com/songs/1817299
曹秦,一路欢唱,https://rapzh.com/songs/1817260
曹秦,1351流浪猫,https://rapzh.com/songs/1817268
谭晶,党旗更鲜艳,https://rapzh.com/songs/1343096
谭晶,永远的香格里拉,https://rapzh.com/songs/1343207
谭晶,黄鹤楼,https://rapzh.com/songs/1343202
谭晶,三德歌,https://rapzh.com/songs/1343268
谭晶,祖国万岁,https://rapzh.com/songs/1343070
谭晶,共产党颂,https://rapzh.com/songs/1343277
谭晶,人生当如水,https://rapzh.com/songs/1342987
谭晶,和谐交响,https://rapzh.com/songs/1343099
谭晶,爱的神话,https://rapzh.com/songs/1343011
谭晶,家人,https://rapzh.com/songs/1343015
谭晶,和谐大家园,https://rapzh.com/songs/1343110
谭晶,美梦成真,https://rapzh.com/songs/1343148
谭晶,昆仑女儿歌,https://rapzh.com/songs/1343150
谭晶,一爱到底,https://rapzh.com/songs/1343224
谭晶,年轻的士兵,https://rapzh.com/songs/1343142
谭晶,和谐圆舞曲,https://rapzh.com/songs/1343102
谭晶,你是我的父母，我是你的兵,https://rapzh.com/songs/1343138
谭晶,忠魂,https://rapzh.com/songs/1343144
谭晶,日出江花,https://rapzh.com/songs/1343201
