song_name	rapper	url
我哭了，你呢 (DJ版伴奏)	音萌萌	https://rapzh.com/songs/2841415
随便吼吼 (伴奏)	音萌萌	https://rapzh.com/songs/2841423
割舍不断 (伴奏)	音萌萌	https://rapzh.com/songs/2841449
INTENTION	七瀬光	https://rapzh.com/songs/2418511
翼はPleasure Line	七瀬光	https://rapzh.com/songs/2418513
霧の中の決別	七瀬光	https://rapzh.com/songs/2418262
鬼の目覚め	七瀬光	https://rapzh.com/songs/2418272
蛇の名を持つ組織	七瀬光	https://rapzh.com/songs/2418856
予感 (Inst.)	七瀬光	https://rapzh.com/songs/2418254
宝物	七瀬光	https://rapzh.com/songs/2418280
力の暴走	七瀬光	https://rapzh.com/songs/2418270
玉依姫の覚醒	七瀬光	https://rapzh.com/songs/2418277
守護者の戦い	七瀬光	https://rapzh.com/songs/2418274
疯狂的青春 (Live)	沈腾	https://rapzh.com/songs/10963333
我在中国等你 (伴奏)	沈腾	https://rapzh.com/songs/12760806
数寄道	岩代太郎	https://rapzh.com/songs/252396
逃不脱	岩代太郎	https://rapzh.com/songs/252124
夕闇の刻印	岩代太郎	https://rapzh.com/songs/252505
Try at Goal	岩代太郎	https://rapzh.com/songs/252052
DIGITAL LUV	岩代太郎	https://rapzh.com/songs/1163159
随风	岩代太郎	https://rapzh.com/songs/252114
忘れられし民の唄	岩代太郎	https://rapzh.com/songs/252204
The Graces In Your Eyes	岩代太郎	https://rapzh.com/songs/1162496
Music For A Blue Rose	岩代太郎	https://rapzh.com/songs/1163655
Song of Autumn Silver Grass (International Version)	岩代太郎	https://rapzh.com/songs/252195
月下ノ泪	岩代太郎	https://rapzh.com/songs/252415
VIRGIN LAND	岩代太郎	https://rapzh.com/songs/1164149
品定め嫁探し	岩代太郎	https://rapzh.com/songs/252411
TAMMY IN LOVE (Sophisticated Version)	岩代太郎	https://rapzh.com/songs/1164167
Carpet (Inst.)	艺声	https://rapzh.com/songs/1525009
꿈을 꾸다 (Inst.)	艺声	https://rapzh.com/songs/1525101
오늘따라 조금 더 (Inst.)	艺声	https://rapzh.com/songs/1525035
铜雀台赋	汐音社	https://rapzh.com/songs/1240062
铜雀台赋 (伴奏)	汐音社	https://rapzh.com/songs/1240068
妈妈给我打电话(Mr.Tian Remix)	七喜日天	https://rapzh.com/songs/1283394
一梦南柯（伴奏）	七喜日天	https://rapzh.com/songs/3649986
回到夏天（欢快版伴奏）	原来是萝卜丫	https://rapzh.com/songs/3860909
龍脈を治する眩耀/マムタロト ~激震	牧野忠義	https://rapzh.com/songs/1374391
閃烈なる蒼光/ジンオウガ: The Chase	牧野忠義	https://rapzh.com/songs/1374361
導きの青い星~ワールド1周年記念曲	牧野忠義	https://rapzh.com/songs/1374402
Darkness ~Bitterblack isle~	牧野忠義	https://rapzh.com/songs/2487266
剛き紺藍/ブラキディオス: The Chase	牧野忠義	https://rapzh.com/songs/1374321
賜る褒美の品々は…	牧野忠義	https://rapzh.com/songs/1374393
Signs ~Cassardis/Gransys~	牧野忠義	https://rapzh.com/songs/2487264
龍脈を治する眩耀/マムタロト ~対峙	牧野忠義	https://rapzh.com/songs/1374387
唸る一匹狼/イャンガルルガ: The Chase	牧野忠義	https://rapzh.com/songs/1374365
龍脈を治する眩耀/マムタロト ~変容	牧野忠義	https://rapzh.com/songs/1374389
哭笑 (伴奏)	凯小晴	https://rapzh.com/songs/3078793
天使の歌	安西史孝	https://rapzh.com/songs/2997492
悪魔の力の前に…	安西史孝	https://rapzh.com/songs/2997479
神居島の華蓮	安西史孝	https://rapzh.com/songs/2997495
M-11~13	安西史孝	https://rapzh.com/songs/1776728
M-27	安西史孝	https://rapzh.com/songs/1776742
A PIECE OF THE SUN	安西史孝	https://rapzh.com/songs/2997468
チェイス!B'Tの飛翔	安西史孝	https://rapzh.com/songs/2997477
M-19	安西史孝	https://rapzh.com/songs/1776775
M-43'	安西史孝	https://rapzh.com/songs/1776780
哀しみのレクイエム	安西史孝	https://rapzh.com/songs/2997499
M-3	安西史孝	https://rapzh.com/songs/1776722
M-7	安西史孝	https://rapzh.com/songs/1776726
M-16	安西史孝	https://rapzh.com/songs/1776730
M-19	安西史孝	https://rapzh.com/songs/1776732
M-21	安西史孝	https://rapzh.com/songs/1776736
M-24	安西史孝	https://rapzh.com/songs/1776739
M-25	安西史孝	https://rapzh.com/songs/1776751
M-42	安西史孝	https://rapzh.com/songs/1776757
M-44	安西史孝	https://rapzh.com/songs/1776760
M-46	安西史孝	https://rapzh.com/songs/1776762
M-39	安西史孝	https://rapzh.com/songs/1776773
M-30'	安西史孝	https://rapzh.com/songs/1776779
至純の守護者	安西史孝	https://rapzh.com/songs/2997501
Bubbling Bop	Fishdoll 渔	https://rapzh.com/songs/269787
Ripple of Mortal	Fishdoll 渔	https://rapzh.com/songs/269789
Panaluya	Fishdoll 渔	https://rapzh.com/songs/269791
Rice Wine	Fishdoll 渔	https://rapzh.com/songs/269786
Black feather	Fishdoll 渔	https://rapzh.com/songs/269790
After I ate 24 jujubes	Fishdoll 渔	https://rapzh.com/songs/269794
Out-and-Out	Fishdoll 渔	https://rapzh.com/songs/269783
Toehead	Fishdoll 渔	https://rapzh.com/songs/269784
"Fishdoll - ""For the fear of losing words "" Mixtape"	Fishdoll 渔	https://rapzh.com/songs/269793
BluEEyce	Fishdoll 渔	https://rapzh.com/songs/269788
Bekew	Fishdoll 渔	https://rapzh.com/songs/269792
Beijing Well	Fishdoll 渔	https://rapzh.com/songs/269785
Liber Tango (Live)	张靓颖	https://rapzh.com/songs/368771
사랑하고 싶어	全仁权	https://rapzh.com/songs/3104668
사랑하세요 그대	全仁权	https://rapzh.com/songs/3104651
사랑한 후에	全仁权	https://rapzh.com/songs/3104670
어떤...(가을)	全仁权	https://rapzh.com/songs/3104694
기다려 너	全仁权	https://rapzh.com/songs/3104656
늦지 않았습니다	全仁权	https://rapzh.com/songs/3104664
지금의 나	全仁权	https://rapzh.com/songs/3104666
파랑새(Inst.)	全仁权	https://rapzh.com/songs/3104667
돌고 돌고 돌고	全仁权	https://rapzh.com/songs/3104669
걷고, 걷고 (New Ver.) (Inst.)	全仁权	https://rapzh.com/songs/3104650
모두 다 사랑하리	全仁权	https://rapzh.com/songs/3104653
나는 이상해	全仁权	https://rapzh.com/songs/3104655
그대여	全仁权	https://rapzh.com/songs/3104660
달리고 있다	全仁权	https://rapzh.com/songs/3104663
사랑한 후에2004	全仁权	https://rapzh.com/songs/3104665
축복합니다	全仁权	https://rapzh.com/songs/3104675
파랑새(Reprise)	全仁权	https://rapzh.com/songs/3104676
아카사카 Love	杨东根	https://rapzh.com/songs/2291869
안되나봐 (Inst.)	杨东根	https://rapzh.com/songs/2291843
Perfect Game	杨东根	https://rapzh.com/songs/2291856
나는 나뻐	杨东根	https://rapzh.com/songs/2291860
Mini Man vs Mad Man	杨东根	https://rapzh.com/songs/2291862
흔들어	杨东根	https://rapzh.com/songs/2291864
청춘 (New ver.)	杨东根	https://rapzh.com/songs/2291867
귀여워	权正烈	https://rapzh.com/songs/6280927
心经 (伴奏)	翁航融	https://rapzh.com/songs/731686
心经 (粤语版伴奏)	翁航融	https://rapzh.com/songs/731672
幸福用心说 (合唱版伴奏)	翁航融	https://rapzh.com/songs/731705
我决定喜欢我自己	翁航融	https://rapzh.com/songs/731834
那年追过的女孩	翁航融	https://rapzh.com/songs/731844
凌晨三点钟 (伴奏)	刘至佳	https://rapzh.com/songs/1840262
勤洗手讲卫生 (节目)	叶洛洛	https://rapzh.com/songs/1283498
自信的小朋友最可爱 (节目)	叶洛洛	https://rapzh.com/songs/1283496
相互学习取长补短 (节目)	叶洛洛	https://rapzh.com/songs/1283508
爱过你这件事 (伴奏)	叶洛洛	https://rapzh.com/songs/1283523
荤素搭配不挑食 (节目)	叶洛洛	https://rapzh.com/songs/1283503
遇见晴天 (伴奏)	叶洛洛	https://rapzh.com/songs/1283548
有点饱 (伴奏)	叶洛洛	https://rapzh.com/songs/1283585
断弦歌 (伴奏)	叶洛洛	https://rapzh.com/songs/1283598
七一是你的生日 (伴奏)	于洋	https://rapzh.com/songs/2531505
我的爱恋	于洋	https://rapzh.com/songs/2531512
梦中家园	于洋	https://rapzh.com/songs/2531513
古滇王国	于洋	https://rapzh.com/songs/2531514
沉香	于洋	https://rapzh.com/songs/2531515
等你喜欢我 (伴奏)	姜鹏Calm	https://rapzh.com/songs/3094358
我的北方姑娘 伴奏	姜鹏Calm	https://rapzh.com/songs/3094354
好吗 (伴奏)	姜鹏Calm	https://rapzh.com/songs/3094356
你就是我的太阳 (伴奏)	徐木子	https://rapzh.com/songs/2112640
伪装	徐木子	https://rapzh.com/songs/2112647
走在漆黑的路上	徐木子	https://rapzh.com/songs/2112653
我不是宅女 (伴奏)	徐木子	https://rapzh.com/songs/2112646
冻死宝宝啦 (伴奏)	徐木子	https://rapzh.com/songs/2112634
那个兵 我不等你了 (伴奏)	徐木子	https://rapzh.com/songs/2112636
你笑着说分手 (伴奏)	徐木子	https://rapzh.com/songs/2112642
卑微小丑 (伴奏)	徐木子	https://rapzh.com/songs/2112644
专属恋曲 (伴奏)	徐木子	https://rapzh.com/songs/2112632
伪装 (伴奏)	徐木子	https://rapzh.com/songs/2112648
走在漆黑的路上 (伴奏)	徐木子	https://rapzh.com/songs/2112654
云一定知道 (伴奏)	王晰	https://rapzh.com/songs/3573235
荒人之歌 (伴奏)	王晰	https://rapzh.com/songs/3573246
THEME OF OROCHI -REBIRTH MIX-	光栄BGM部	https://rapzh.com/songs/3980119
女型の巨人のテーマ: 改	光栄BGM部	https://rapzh.com/songs/3980148
無機質な日々 (桶狭間のテーマ-軍議-)	光栄BGM部	https://rapzh.com/songs/3980676
願いと大剣	光栄BGM部	https://rapzh.com/songs/3979973
聖なる楼閣	光栄BGM部	https://rapzh.com/songs/3980013
不火的歌 (伴奏)	鲍之光	https://rapzh.com/songs/269666
I wish you come before I am getting old	梁晓雪	https://rapzh.com/songs/362583
You leave me alone	梁晓雪	https://rapzh.com/songs/362581
Santa Claus is never exist (伴奏)	梁晓雪	https://rapzh.com/songs/362474
420必听辣鸡说唱舞曲（Remix by CrazySix）	巨蛙TOS	https://rapzh.com/songs/247369
Kiss	王霏霏	https://rapzh.com/songs/6057999
死之前的日子（Prod by.M-808）	Hayrul海力	https://rapzh.com/songs/478794
蜕变（Prod.by WarRonz)	Hayrul海力	https://rapzh.com/songs/478768
A Little Do Alot	谌彦兮JC	https://rapzh.com/songs/500197
PDS	谌彦兮JC	https://rapzh.com/songs/500098
One Shot One Kill(Original Mix)	谌彦兮JC	https://rapzh.com/songs/500269
No Way(Inst.)	权顺日	https://rapzh.com/songs/1513894
电视剧《四世同堂》选段	秦海璐	https://rapzh.com/songs/5026568
UNREST	嘉生大樹	https://rapzh.com/songs/1373256
うちゅうひこう	嘉生大樹	https://rapzh.com/songs/1373258
こどものゆめ	嘉生大樹	https://rapzh.com/songs/1373260
FIGHT	嘉生大樹	https://rapzh.com/songs/1373252
SUSPENSE	嘉生大樹	https://rapzh.com/songs/1373255
ぼくらのちきゅう	嘉生大樹	https://rapzh.com/songs/1373263
可能不可能	张北北	https://rapzh.com/songs/4355292
可能不可能 (伴奏)	张北北	https://rapzh.com/songs/4355295
是我打扰 (伴奏)	张北北	https://rapzh.com/songs/4355342
可能不可能 (DJ版)	张北北	https://rapzh.com/songs/4355294
白骨街道	土屋玲子	https://rapzh.com/songs/3719327
二人の検察官	土屋玲子	https://rapzh.com/songs/3719322
Relation	土屋玲子	https://rapzh.com/songs/3719315
堕ちた偶像	土屋玲子	https://rapzh.com/songs/3719318
Message	土屋玲子	https://rapzh.com/songs/3719320
言葉の魔術師たち	土屋玲子	https://rapzh.com/songs/3719308
司法の定め	土屋玲子	https://rapzh.com/songs/3719319
罪の雨 ~逃走~	土屋玲子	https://rapzh.com/songs/3719325
みんな怒アホ	土屋玲子	https://rapzh.com/songs/3719332
小田島事務所	土屋玲子	https://rapzh.com/songs/3719333
バラバラ家族	土屋玲子	https://rapzh.com/songs/3719334
ゴインサウス	土屋玲子	https://rapzh.com/songs/3719336
鈍色の森	土屋玲子	https://rapzh.com/songs/3719338
容疑者	土屋玲子	https://rapzh.com/songs/3719321
罪の雨 ~最上の緊張~	土屋玲子	https://rapzh.com/songs/3719326
秘密の朝食 ~回想~	土屋玲子	https://rapzh.com/songs/3719329
あの日のナミダ (M@STER VERSION)	浅倉杏美	https://rapzh.com/songs/3593353
幼馴染が部屋にいた	浅倉杏美	https://rapzh.com/songs/3593363
お悩み相談?それとも愚痴?	浅倉杏美	https://rapzh.com/songs/3593365
Talk 03	浅倉杏美	https://rapzh.com/songs/3593389
ハイスクールD×D BorN WEB動画ラジオ「D×D STATION NexT」#1	浅倉杏美	https://rapzh.com/songs/3593340
Sense of Life (カラオケバージョン)	浅倉杏美	https://rapzh.com/songs/3593361
思い出話と優しい吐息	浅倉杏美	https://rapzh.com/songs/3593369
nando mo ieruyo (Original Karaoke)	浅倉杏美	https://rapzh.com/songs/3593399
ずっととなりにいさせてね……	浅倉杏美	https://rapzh.com/songs/3593371
Talk 02	浅倉杏美	https://rapzh.com/songs/3593387
Talk 04	浅倉杏美	https://rapzh.com/songs/3593395
その名は桜餅太郎	浅倉杏美	https://rapzh.com/songs/3593367
ねがいひとつ off vocal	浅倉杏美	https://rapzh.com/songs/3593380
ベイビーダーティルーム	灯油	https://rapzh.com/songs/4740219
泡沫の依り代(Instrumental)	灯油	https://rapzh.com/songs/4740214
情動クラシック -instrumental-	灯油	https://rapzh.com/songs/4740221
一颗星的夜	尤长靖	https://rapzh.com/songs/871671
一个人记得	尤长靖	https://rapzh.com/songs/871666
傲红尘 (伴奏)	尤长靖	https://rapzh.com/songs/871694
Body (身体)	坏人罗斯	https://rapzh.com/songs/1196254
Alone (孤单)	坏人罗斯	https://rapzh.com/songs/1196214
Cage （牢笼）	坏人罗斯	https://rapzh.com/songs/1196274
miss  （Remix）	坏人罗斯	https://rapzh.com/songs/1196267
数羊（BGM：千年破晓《雪泪节》）	只有影子	https://rapzh.com/songs/1672704
岁月与歌 (instrumental)	只有影子	https://rapzh.com/songs/1672675
从容	金志文	https://rapzh.com/songs/1285658
飞鸟	金志文	https://rapzh.com/songs/1285659
剥落的时间	金志文	https://rapzh.com/songs/1285657
修行の洞窟	崎元仁	https://rapzh.com/songs/1983575
败者の烙印	崎元仁	https://rapzh.com/songs/1983641
転机	崎元仁	https://rapzh.com/songs/1983348
避けられぬ运命	崎元仁	https://rapzh.com/songs/1983567
梦の楽园	崎元仁	https://rapzh.com/songs/1983618
强敌	崎元仁	https://rapzh.com/songs/1983336
更に闘う者達 (FINAL FANTASY VII)	崎元仁	https://rapzh.com/songs/1981593
さらば、わが学び舎	崎元仁	https://rapzh.com/songs/1981341
天より降りし力 (FINAL FANTASY XIV)	崎元仁	https://rapzh.com/songs/1981646
ギルド	崎元仁	https://rapzh.com/songs/1983325
明るい雰囲気	崎元仁	https://rapzh.com/songs/1983331
身分の差	崎元仁	https://rapzh.com/songs/1983588
ボスのパイプオルガン	崎元仁	https://rapzh.com/songs/1983606
异能者の宴	崎元仁	https://rapzh.com/songs/1983635
ファングのテーマ (FINAL FANTASY XIII)	崎元仁	https://rapzh.com/songs/1981637
Holy Spirit(精霊のテーマ)	崎元仁	https://rapzh.com/songs/1983383
戦場のヴァルキュリア3 メインテーマ	崎元仁	https://rapzh.com/songs/1981343
闘う者達 (FINAL FANTASY VII)	崎元仁	https://rapzh.com/songs/1981539
光の使徒	崎元仁	https://rapzh.com/songs/1983347
美人老矣—伴奏	陌上聆音音乐社	https://rapzh.com/songs/2765784
桃源行	陌上聆音音乐社	https://rapzh.com/songs/2765809
溪花流莺	陌上聆音音乐社	https://rapzh.com/songs/2765799
纯音乐—二胡2	陌上聆音音乐社	https://rapzh.com/songs/2765805
逐疫行—伴奏	陌上聆音音乐社	https://rapzh.com/songs/2765771
纯音乐—片尾	陌上聆音音乐社	https://rapzh.com/songs/2765807
少年游	陌上聆音音乐社	https://rapzh.com/songs/2765811
少年侠气—伴奏	陌上聆音音乐社	https://rapzh.com/songs/2765779
花无邪—伴奏	陌上聆音音乐社	https://rapzh.com/songs/2765817
孤岛—伴奏	陌上聆音音乐社	https://rapzh.com/songs/2765820
纯音乐—二胡1	陌上聆音音乐社	https://rapzh.com/songs/2765801
今夜有你—伴奏	陌上聆音音乐社	https://rapzh.com/songs/3704032
归无计—伴奏	陌上聆音音乐社	https://rapzh.com/songs/2765789
キラキラDREAMER	山下大輝	https://rapzh.com/songs/5030857
Go up higher!	山下大輝	https://rapzh.com/songs/5450140
天華絶景 (TVアニメオープニングテーマ) (TVサイズVer.)	山下大輝	https://rapzh.com/songs/5816919
エアボーイズ	山下大輝	https://rapzh.com/songs/5839786
12번째 별 (Live)	朴佑镇	https://rapzh.com/songs/8635373
你永远都不懂	张咪	https://rapzh.com/songs/261721
伤心中的甜蜜	张咪	https://rapzh.com/songs/261729
说声再会	张咪	https://rapzh.com/songs/261770
希望在明天	张咪	https://rapzh.com/songs/261773
请你不要打扰我	张咪	https://rapzh.com/songs/261699
万岁!巴基斯坦	张咪	https://rapzh.com/songs/261767
不必羡慕我	张咪	https://rapzh.com/songs/261714
好几年 (伴奏)	刘心	https://rapzh.com/songs/364885
小品：快乐其实很简单	王迅	https://rapzh.com/songs/5588043
舜华曲 (伴奏)	郁可唯	https://rapzh.com/songs/1056107
可期伴奏	电击404	https://rapzh.com/songs/1245827
瓶中的水色宇宙	电击404	https://rapzh.com/songs/9439964
杀意	电击404	https://rapzh.com/songs/9439965
萤火川端	电击404	https://rapzh.com/songs/10655151
夜宴(Yuet Moon Lau)	电击404	https://rapzh.com/songs/11655609
黑色圣诗	电击404	https://rapzh.com/songs/11655610
西风之诗	电击404	https://rapzh.com/songs/11655611
剑心	电击404	https://rapzh.com/songs/11655612
大运河	电击404	https://rapzh.com/songs/11655613
破晓 (伴奏)	音频怪物	https://rapzh.com/songs/1246752
随风烟 (伴奏)	音频怪物	https://rapzh.com/songs/1246687
蜕变 (伴奏)	橙翼	https://rapzh.com/songs/1248935
破茧 (伴奏)	橙翼	https://rapzh.com/songs/1248929
重生 (伴奏)	橙翼	https://rapzh.com/songs/1248961
前缘 (伴奏)	橙翼	https://rapzh.com/songs/1248938
水月 (伴奏)	橙翼	https://rapzh.com/songs/1248948
荼蘼 (伴奏)	橙翼	https://rapzh.com/songs/1248953
倚剑听雪	裂天	https://rapzh.com/songs/1548623
非常后悔爱过你 (DJ版)	向梦园	https://rapzh.com/songs/1281900
非常后悔爱过你 (独唱版)	向梦园	https://rapzh.com/songs/1281903
非常后悔爱过你	向梦园	https://rapzh.com/songs/1281897
小可爱	向梦园	https://rapzh.com/songs/1282070
微笑着失望 (伴奏)	向梦园	https://rapzh.com/songs/1282174
暖心向阳 (伴奏)	向梦园	https://rapzh.com/songs/1282402
小胖子 (伴奏)	向梦园	https://rapzh.com/songs/1282437
小可爱 (伴奏)	向梦园	https://rapzh.com/songs/1282074
提到了你（伴奏）	漫乐酶	https://rapzh.com/songs/8562792
알면서 또 그래 (Inst.)	权玄彬	https://rapzh.com/songs/3022700
Fallout	星野康太	https://rapzh.com/songs/3394123
The Revolution Mix	星野康太	https://rapzh.com/songs/3394357
Rusting Steel	星野康太	https://rapzh.com/songs/3394182
Rusting Steel (Against the Duststorm Mix)	星野康太	https://rapzh.com/songs/3394149
Force	星野康太	https://rapzh.com/songs/3394213
Why Don't You Come Down (ACVD DLC Edition)	星野康太	https://rapzh.com/songs/3394148
Forgive an Angel	星野康太	https://rapzh.com/songs/3394175
Mode Cut Up version	星野康太	https://rapzh.com/songs/3394345
Peek a Boo	星野康太	https://rapzh.com/songs/3394177
The Perfect Rose	星野康太	https://rapzh.com/songs/3394176
Shutter	星野康太	https://rapzh.com/songs/3394186
STAIN (A perfect day)	星野康太	https://rapzh.com/songs/3394188
日字冲拳（freestyle ）	龙崎	https://rapzh.com/songs/4853292
Luv Is The One Thing	王骞Boc	https://rapzh.com/songs/690760
傲寒-Piano（Cover 马頔）	寒洛&鼓润	https://rapzh.com/songs/2189423
失眠的陈先生-伴奏	寒洛&鼓润	https://rapzh.com/songs/2189425
晚安，桨	寒洛&鼓润	https://rapzh.com/songs/2189421
Snow	寒洛&鼓润	https://rapzh.com/songs/2189420
莉莉安-Piano（Cover 宋冬野）	寒洛&鼓润	https://rapzh.com/songs/2189424
5	寒洛&鼓润	https://rapzh.com/songs/2189448
无赖-Demo	寒洛&鼓润	https://rapzh.com/songs/2189453
Tonight-Demo	寒洛&鼓润	https://rapzh.com/songs/2189434
4	寒洛&鼓润	https://rapzh.com/songs/2189447
傲寒-Piano（Cover 马頔）	寒洛&鼓润	https://rapzh.com/songs/2189450
曙光边界Ⅱ	雨锟	https://rapzh.com/songs/1817191
辣椒	雨锟	https://rapzh.com/songs/1817197
海阔天空 (国语版伴奏)	叶炫清	https://rapzh.com/songs/1343192
血薇 (伴奏)	叶炫清	https://rapzh.com/songs/1343171
遇见更幸福的自己	叶炫清	https://rapzh.com/songs/1343119
当歌 (伴奏)	叶炫清	https://rapzh.com/songs/1343199
别说爱我 (伴奏)	叶炫清	https://rapzh.com/songs/1343155
Worry Beads (2019 Remastering)	細野晴臣	https://rapzh.com/songs/1771151
終りの季節（New ver.）	細野晴臣	https://rapzh.com/songs/1771165
Japanese Rhumba (2019 Remastering)	細野晴臣	https://rapzh.com/songs/1771145
風をあつめて	細野晴臣	https://rapzh.com/songs/1771311
Natsu Nandesu夏なんです	細野晴臣	https://rapzh.com/songs/1771465
Rainbow Road	細野晴臣	https://rapzh.com/songs/1771260
Choo-choo gatagoto	細野晴臣	https://rapzh.com/songs/1838303
Philharmony (2019 Remastering)	細野晴臣	https://rapzh.com/songs/1771138
爱得精彩	孙楠	https://rapzh.com/songs/1964649
我们都是伤心人	孙楠	https://rapzh.com/songs/1964658
硬地女孩 Independent Girl	潘嘉丽	https://rapzh.com/songs/1368920
同类(伴奏)	刘维	https://rapzh.com/songs/1285569
We love cycling	刘维	https://rapzh.com/songs/1285578
从心(伴奏)	刘维	https://rapzh.com/songs/1285581
原来你有男朋友(伴奏)	刘维	https://rapzh.com/songs/1285589
东城故事（抖音剪辑版）	蛋总	https://rapzh.com/songs/1402323
小城姑娘   (伴奏)	蛋总	https://rapzh.com/songs/1402333
翅膀	蛋总	https://rapzh.com/songs/1402311
起床气	蛋总	https://rapzh.com/songs/1402300
行走四方  (伴奏)	蛋总	https://rapzh.com/songs/1402344
东城故事（伴奏）	蛋总	https://rapzh.com/songs/1402321
八十年代的恋歌	蛋总	https://rapzh.com/songs/2837274
我是主播 (伴奏)	小潘潘（潘柚彤）	https://rapzh.com/songs/1570676
定风波之 灯·等灯 (伴奏)	潘粤明	https://rapzh.com/songs/2531452
平凡的年代	潘粤明	https://rapzh.com/songs/3715481
新闻播报配音 (Live)	潘粤明	https://rapzh.com/songs/5026748
スタッフロール2 (オーケストラ) (ゼルダの伝説 時のオカリナ) (ゼルダの伝説 時のオカリナ3D)	足立美奈子	https://rapzh.com/songs/3199502
最後のセッション~マラドー戦 後半 (ゼルダの伝説 大地の汽笛)	足立美奈子	https://rapzh.com/songs/3199539
表の地上BGM (ゼルダの伝説 神々のトライフォース)	足立美奈子	https://rapzh.com/songs/3199482
シーワンのテーマ (ゼルダの伝説 夢幻の砂時計)	足立美奈子	https://rapzh.com/songs/3199534
マザーマイマイのテーマ (ゼルダの伝説 神々のトライフォース2)	足立美奈子	https://rapzh.com/songs/3199548
女神の詩 (メインテーマ) (ゼルダの伝説 スカイウォードソード)	足立美奈子	https://rapzh.com/songs/3199540
十字の浮島 (ナビトラッカーズコース6) (ゼルダの伝説 4つの剣+)	足立美奈子	https://rapzh.com/songs/3199529
汽車フィールド その2 (メインテーマ) (ゼルダの伝説 大地の汽笛)	足立美奈子	https://rapzh.com/songs/3199537
スタッフロール2 (ゼルダの伝説 ムジュラの仮面) (ゼルダの伝説 ムジュラの仮面3D)	足立美奈子	https://rapzh.com/songs/3199506
時空レベル3 (つきかげのほこら) (モノラル録音) (ゼルダの伝説 ふしぎの木の実 大地の章 時空の章)	足立美奈子	https://rapzh.com/songs/3199508
スタッフロール (ゼルダの伝説 スカイウォードソード)	足立美奈子	https://rapzh.com/songs/3199542
ロックビルの神殿 (表) (ゼルダの伝説 ムジュラの仮面) (ゼルダの伝説 ムジュラの仮面3D)	足立美奈子	https://rapzh.com/songs/3199504
キング・ブルブリン戦 (ゼルダの伝説 トワイライトプリンセス) (ゼルダの伝説 トワイライトプリンセスHD)	足立美奈子	https://rapzh.com/songs/3199533
Teaser Music #1 (ゼルダの伝説 トワイライトプリンセス) (ゼルダの伝説 トワイライトプリンセスHD)	足立美奈子	https://rapzh.com/songs/3199531
スタッフクレジット (エンディング) (ゼルダの伝説 神々のトライフォース2)	足立美奈子	https://rapzh.com/songs/3199557
大ボス戦 (ゼルダの伝説 トライフォース3銃士)	足立美奈子	https://rapzh.com/songs/3199560
トレーナープロモ「リズム4」	足立美奈子	https://rapzh.com/songs/2853753
地上マップBGM (モノラル録音) (リンクの冒険)	足立美奈子	https://rapzh.com/songs/3199474
エンディング~スタッフロール (モノラル録音) (ゼルダの伝説 夢をみる島) (ゼルダの伝説 夢をみる島DX)	足立美奈子	https://rapzh.com/songs/3199487
妖精ナビィ (ゼルダの伝説 時のオカリナ) (ゼルダの伝説 時のオカリナ3D)	足立美奈子	https://rapzh.com/songs/3199489
ロンロン牧場 (ゼルダの伝説 時のオカリナ) (ゼルダの伝説 時のオカリナ3D)	足立美奈子	https://rapzh.com/songs/3199494
ジリー・プアー	藤澤健至	https://rapzh.com/songs/2131574
本日も波瀾万丈	藤澤健至	https://rapzh.com/songs/2131541
コトダマ・リメインズ	藤澤健至	https://rapzh.com/songs/2131569
アイキャッチE	藤澤健至	https://rapzh.com/songs/2131465
黒い虎	藤澤健至	https://rapzh.com/songs/2131480
犯棠红	万象凡音	https://rapzh.com/songs/3354208
华礼记 (伴奏)	万象凡音	https://rapzh.com/songs/3877551
去追一只鹿	万象凡音	https://rapzh.com/songs/3354202
香水有毒（Vocal：妖扬&黄诗扶）	万象凡音	https://rapzh.com/songs/3354232
爱殇	小时姑娘	https://rapzh.com/songs/4947746
半面之缘剧情版	小时姑娘	https://rapzh.com/songs/4948111
同簪	小时姑娘	https://rapzh.com/songs/5028565
谁与歌	小时姑娘	https://rapzh.com/songs/5146516
Trenches	西出口	https://rapzh.com/songs/4991764
西出口 @ 1轮预选	西出口	https://rapzh.com/songs/5014291
G2, Super B, Killah Gramz, 西出口 @ Cypher Mission	西出口	https://rapzh.com/songs/5014322
西出口 2轮舞台 @西出口 vs J'Kyun 1vs1 Battle Rap Mission	西出口	https://rapzh.com/songs/5014330
Team Zion.T & Kush @EP6音源任务Live	西出口	https://rapzh.com/songs/5672382
SOUL救命隊	石井妥師	https://rapzh.com/songs/3066939
72 家房客	芙蓉	https://rapzh.com/songs/41726664
72 家房客 (伴奏)	芙蓉	https://rapzh.com/songs/41736907
Choppa Won't Miss	鹿奇	https://rapzh.com/songs/358166
我很心累	鹿奇	https://rapzh.com/songs/358170
暂无	鹿奇	https://rapzh.com/songs/358172
金银兄弟	鹿奇	https://rapzh.com/songs/358169
灿烂之夏	王子异	https://rapzh.com/songs/362444
6am	王子异	https://rapzh.com/songs/362460
OVERDRIVE	王子异	https://rapzh.com/songs/362456
我在颐和园等你 (伴奏)	王子异	https://rapzh.com/songs/4299242
哑巴 伴奏	赵钶	https://rapzh.com/songs/362764
我只喜欢你	那英	https://rapzh.com/songs/628957
一梦贪欢	徵羽摩柯	https://rapzh.com/songs/5359861
时之回廊	徵羽摩柯	https://rapzh.com/songs/6451653
